cleaning,cleaned_x,predicted_sentiment
gibran jokowi ulah koq point  tonjol gibran sikap gibran persekusi minoritas unggulcth larang diri gereja solo selesai dgn damai gereja yasmin bogor lbh pakdhe nga selesai,gibran jokowi ulah koq point tonjol gibran sikap gibran persekusi minoritas unggulcth larang diri gereja solo selesai dgn damai gereja yasmin bogor lbh pakdhe nga selesai,negative
viral jokowi pamer foto koran bahasa inggris isi artikel bahas mahkamah keluarga gibran,viral jokowi pamer foto koran bahasa inggris isi artikel bahas mahkamah keluarga gibran,neutral
kabar keluarga jokowi duga gratifikasi jet pribadi kaesang fufufafa gibran blok medan bobby nasution,kabar keluarga jokowi duga gratifikasi jet pribadi kaesang fufufafa gibran blok medan bobby nasution,neutral
didit putra prabowo kelas banding gibran putra jokowi fakta,didit putra prabowo kelas banding gibran putra jokowi fakta,neutral
motogp mandalika bain karna caper ken ngasih piala kualifikasi piala dunia timnas vs australia bain biar caper suporter peduli timnas gilir acara negara lantik ri kabur,motogp mandalika bain karna caper ken ngasih piala kualifikasi piala dunia timnas australia bain biar caper suporter peduli timnas gilir acara negara lantik kabur,negative
rq ayuaja kancil hasan ri nusantara binal endah dharmi lenny tweet,ayuaja kancil hasan nusantara binal endah dharmi lenny tweet,neutral
presiden joko widodo jokowi yakin indonesia salah superpower ekonomi china india,presiden joko widodo jokowi yakin indonesia salah superpower ekonomi china india,negative
jelang lengser jokowi copot menteri dukung koalisi prabowo gibran bentuk badan gizi nasional kantor komunikasi presiden komisioner kpk post power syndrome,jelang lengser jokowi copot menteri dukung koalisi prabowo gibran bentuk badan gizi nasional kantor komunikasi presiden komisioner kpk post power syndrome,neutral
pasu tanah jokowi salah kaprah gibran lambang negara,pasu tanah jokowi salah kaprah gibran lambang negara,negative
sekjen gerindra bocor kabinet prabowogibran menteri era jokowi insyaallah pdip,sekjen gerindra bocor kabinet prabowogibran menteri era jokowi insyaallah pdip,neutral
kabar keluarga jokowi duga gratifikasi jet pribadi kaesang fufufafa akun gibran blok medan bobby nasution,kabar keluarga jokowi duga gratifikasi jet pribadi kaesang fufufafa akun gibran blok medan bobby nasution,neutral
presiden joko widodo hotel fairmont kumpul kubu prabowogibran lepas kampanye akbar gbk sabtu malam,presiden joko widodo hotel fairmont kumpul kubu prabowogibran lepas kampanye akbar gbk sabtu malam,neutral
gibran baby nepo korban ambisi bapak  langgar uu injak konstitusi putus mk nyata mkmk langgar kode etik berat kpu jongos jokowi  lolos gibran bunyi hukum gibran sah wapres,gibran baby nepo korban ambisi bapak langgar injak konstitusi putus nyata mkmk langgar kode etik berat kpu jongos jokowi lolos gibran bunyi hukum gibran sah wapres,negative
indikasi udah bang dua hadir acara lantik oktober bagus gak hadir selesai urus intervensi nya,indikasi udah bang dua hadir acara lantik oktober bagus gak hadir selesai urus intervensi nya,neutral
mk nilai jokowi nepotisme calon gibran gue anak gue lawan capres silsilah jokowi,nilai jokowi nepotisme calon gibran gue anak gue lawan capres silsilah jokowi,negative
kabar keluarga jokowi duga gratifikasi jet pribadi kaesang fufufafa akun gibran blok medan bobby nasution you know sepet,kabar keluarga jokowi duga gratifikasi jet pribadi kaesang fufufafa akun gibran blok medan bobby nasution you know sepet,neutral
ratus jenderal tnipolri desak makzul jokowi diskualifikasi prabowogibran milu,ratus jenderal tnipolri desak makzul jokowi diskualifikasi prabowogibran milu,negative
pdip pecat gibran pecat bapak jokowi pdip kasihan banget,pdip pecat gibran pecat bapak jokowi pdip kasihan banget,negative
rawan jokowi tantang roy suryo bukti akun fufufafa milik gibran,rawan jokowi tantang roy suryo bukti akun fufufafa milik gibran,positive
presiden pilih prabowo subianto temu presiden jokowi solo prabowo jemput wapres pilih gibran rakabuming temu jokowi,presiden pilih prabowo subianto temu presiden jokowi solo prabowo jemput wapres pilih gibran rakabuming temu jokowi,negative
jokowi pulang solo prabowogibran lantik tidur,jokowi pulang solo prabowogibran lantik tidur,negative
jokowi ajak jan ethes jalan bareng prabowogibran hadir hut tni,jokowi ajak jan ethes jalan bareng prabowogibran hadir hut tni,positive
jokowi bapak gibran presiden rakyat indonesia turun derajat presiden bapak tweet bapak kaesang indonesia milik keluarga,jokowi bapak gibran presiden rakyat indonesia turun derajat presiden bapak tweet bapak kaesang indonesia milik keluarga,neutral
perintah jokowi bijak ambil dorong kembang umkm salah satu mudah kredit izin gibran hots rp bisseck,perintah jokowi bijak ambil dorong kembang umkm salah satu mudah kredit izin gibran hots bisseck,positive
jokowi bohong keren gibran mula bohong,jokowi bohong keren gibran mula bohong,negative
matahari pagi moga rezeki sungai al tsar umur baik emak amphilma yatimberjualan reqal alquran sajadah kiswah motif kain kabah gempa baim paula miftah vina diddy vadel agus arhan jokowi fufufafa marissa haque gibran raffi,matahari pagi moga rezeki sungai tsar umur baik emak amphilma yatimberjualan reqal alquran sajadah kiswah motif kain kabah gempa baim paula miftah vina diddy vadel agus arhan jokowi fufufafa marissa haque gibran raffi,positive
menteri sekretaris negara mensesneg laksana tugas plt sekretaris kabinet seskab pratikono isi posisi menko bidang,menteri sekretaris negara mensesneg laksana tugas plt sekretaris kabinet seskab pratikono isi posisi menko bidang,neutral
amp hati gibran sifat jebak dgn lempar luar paham banyak thdp istilah  msh non populer persis tpid amp unicorn tuju malu,amp hati gibran sifat jebak dgn lempar luar paham banyak thdp istilah msh non populer persis tpid amp unicorn tuju malu,negative
pasu tanah jokowi gibran lambang negara pakar hukum psikologi forensik linguistik,pasu tanah jokowi gibran lambang negara pakar hukum psikologi forensik linguistik,negative
baik klarifikasi krn berita udah mana vulgar udah uang mundur proyek aja nama pakai istana lokasi pilkada medan kampung lihat aja,baik klarifikasi krn berita udah mana vulgar udah uang mundur proyek aja nama pakai istana lokasi pilkada medan kampung lihat aja,neutral
tweet ps inismyname back veel suka moment,tweet inismyname back veel suka moment,neutral
buka topeng tunjuk ijazah ijazah smamu gak lucu ya gak november gibran anggap tuding ijazah palsu lucu,buka topeng tunjuk ijazah ijazah smamu gak lucu gak november gibran anggap tuding ijazah palsu lucu,negative
akhir th jabat rakyat tambah melarat putra tweet kerja wapres mudah menantu serta mapan jalan hidup,akhir jabat rakyat tambah melarat putra tweet kerja wapres mudah menantu serta mapan jalan hidup,positive
jokowi gibran hadir acara lantik presiden prabowo subianto,jokowi gibran hadir acara lantik presiden prabowo subianto,negative
jokowi caci maki x jokowi dieluelukan dunia nyata prabowo gibran dibully x prabowo gibran menang realcount kang emil dibully x kang emil unggul surveynya mas opini x real life kontradiktif,jokowi caci maki jokowi dieluelukan dunia nyata prabowo gibran dibully prabowo gibran menang realcount kang emil dibully kang emil unggul surveynya mas opini real life kontradiktif,negative
buah jatuh pohon indonesia dapet kualitas pimpin ya klen nilai ya skrg tambah kualitas wapresnya ya fufufafa bgst,buah jatuh pohon indonesia dapet kualitas pimpin klen nilai skrg tambah kualitas wapresnya fufufafa bgst,positive
klean reset otak kiri kanan sblm nerusin omon kosong klean udah provokasi demo darurat fufufafa mulyono jokowi tinggal gibran gak jd lantik satu gak laku akar rumput mending klean asah biji pake rambut si blek klean adu kyk,klean reset otak kiri kanan sblm nerusin omon kosong klean udah provokasi demo darurat fufufafa mulyono jokowi tinggal gibran gak lantik satu gak laku akar rumput mending klean asah biji pake rambut blek klean adu kyk,neutral
jokowi kabar tolak pdip gabung kabinet prabowogibran gerindra,jokowi kabar tolak pdip gabung kabinet prabowogibran gerindra,neutral
pesimis program makan gizi gratis simak jelas lengkap ya,pesimis program makan gizi gratis simak jelas lengkap,neutral
anak muda sempat dlm politik ttpi rintis karir politik dr proses  alami kapasitasampketerampilan pimpin tdk asah dgn tajam fenomena kaderisasi dlm partai politik,anak muda sempat dlm politik ttpi rintis karir politik proses alami kapasitasampketerampilan pimpin tdk asah dgn tajam fenomena kaderisasi dlm partai politik,positive
presiden jokowi kerja nyata perintah jokowi bangun infrastruktur hasil tingkat tumbuh ekonomi mingkatkan sejahtera masyarakat indonesia gibran hots rp bisseck,presiden jokowi kerja nyata perintah jokowi bangun infrastruktur hasil tingkat tumbuh ekonomi mingkatkan sejahtera masyarakat indonesia gibran hots bisseck,positive
prabowo pilih jokowi is practically nobody nggak partai pelan prabowo jaga jarak dg jokowi abai gibran pasar uang nervous dg spt,prabowo pilih jokowi practically nobody nggak partai pelan prabowo jaga jarak jokowi abai gibran pasar uang nervous spt,negative
presiden jokowi pasti proses transisi perintah presiden pilih prabowo subianto jalan bilang susun kabinet perintah prabowogibran hak prerogatif presiden pilih,presiden jokowi pasti proses transisi perintah presiden pilih prabowo subianto jalan bilang susun kabinet perintah prabowogibran hak prerogatif presiden pilih,negative
didu jokowi gibran  amanah gibran selesai walikota solo jokowi blm selesai gubernur dki ngaca narasi,didu jokowi gibran amanah gibran selesai walikota solo jokowi blm selesai gubernur dki ngaca narasi,positive
prabowogibran kerja oktober udah kontroversi ngawal cek edisi spesial bahas isu evaluasi jokowi moga bekal,prabowogibran kerja oktober udah kontroversi ngawal cek edisi spesial bahas isu evaluasi jokowi moga bekal,neutral
presiden jokowi masuk bentuk kabinet prabowo,presiden jokowi masuk bentuk kabinet prabowo,negative
gibran kaesang media darling wartawan suka liput berita tunggu masyarakat kyk jokowi dolo sma  kunjung gibran aja langsung jd trending topik buzzer spam taggar musuh bingung ga majikan usung,gibran kaesang media darling wartawan suka liput berita tunggu masyarakat kyk jokowi dolo sma kunjung gibran aja langsung trending topik buzzer spam taggar musuh bingung majikan usung,positive
sbg material kampanye debat pilpres tweet sedia juta lapang kerja kongres isei solo pekan aku hilang juta kerja akibat otomasi hrs siap rencana,sbg material kampanye debat pilpres tweet sedia juta lapang kerja kongres isei solo pekan aku hilang juta kerja akibat otomasi hrs siap rencana,neutral
tulis aja gibran rakabuming raka bin jokowi kalo emang segitu mau ketawa takut alat negara cuy golkar mekanisme usul tambah jokowi nama gibran,tulis aja gibran rakabuming raka bin jokowi kalo emang segitu mau ketawa takut alat negara cuy golkar mekanisme usul tambah jokowi nama gibran,negative
tweet alahhh pas kampanye kemarin emang dukung prabowo caci maki bully opa ulik prabobro jahat ham udah saking stressnya aja gak tau ngapa,tweet alahhh pas kampanye kemarin emang dukung prabowo caci maki bully opa ulik prabobro jahat ham udah saking stressnya aja gak tau ngapa,negative
jokowi bilang hadir lantik prabowo senayan milih gak hadir lantik presiden pilih seh malu krn prosesi calon gibran nabrak atur ya,jokowi bilang hadir lantik prabowo senayan milih gak hadir lantik presiden pilih seh malu krn prosesi calon gibran nabrak atur,negative
pasu tanah jokowi lapor roy suryo bareskrim fufufafa gibran,pasu tanah jokowi lapor roy suryo bareskrim fufufafa gibran,negative
mas aw buka publik salut pada mas turut jokowi prabowogibran menang psi masuk parlemen tiga suara pdip turun milu,mas buka publik salut pada mas turut jokowi prabowogibran menang psi masuk parlemen tiga suara pdip turun milu,negative
harap nkri rakyat gibran jabat wapres buah jatuh pohon kedzaliman dungu amp cawenya gibran lebih jokowi,harap nkri rakyat gibran jabat wapres buah jatuh pohon kedzaliman dungu amp cawenya gibran lebih jokowi,negative
civitas academica uii yogyakarta sebut calon gibran cawapres indikator utama pudar kenegarawanan jokowi,civitas academica uii yogyakarta sebut calon gibran cawapres indikator utama pudar kenegarawanan jokowi,negative
